"UserName","Description","DelayedAutoStart","BinaryPathName","StartupType","Name","RequiredServices","CanPauseAndContinue","CanShutdown","CanStop","DisplayName","DependentServices","MachineName","ServiceName","ServicesDependedOn","StartType","ServiceHandle","Status","ServiceType","Site","Container"
"LocalSystem","The startup of this service signals other services that the Security Accounts Manager (SAM) is ready to accept requests.  Disabling this service will prevent other services in the system from being notified when the SAM is ready, which may in turn cause those services to fail to start correctly. This service should not be disabled.","False","C:\Windows\system32\lsass.exe","Automatic","SamSs","System.ServiceProcess.ServiceController[]","False","False","False","Security Accounts Manager","System.ServiceProcess.ServiceController[]",".","SamSs","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32ShareProcess",,
"NT AUTHORITY\LocalService","Manages access to smart cards read by this computer. If this service is stopped, this computer will be unable to read smart cards. If this service is disabled, any services that explicitly depend on it will fail to start.","False","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation","Automatic","SCardSvr","System.ServiceProcess.ServiceController[]","False","False","True","Smart Card","System.ServiceProcess.ServiceController[]",".","SCardSvr","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Creates software device nodes for all smart card readers accessible to a given session. If this service is disabled, WinRT APIs will not be able to enumerate smart card readers.","False","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","Manual","ScDeviceEnum","System.ServiceProcess.ServiceController[]","False","False","False","Smart Card Device Enumeration Service","System.ServiceProcess.ServiceController[]",".","ScDeviceEnum","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Enables a user to configure and schedule automated tasks on this computer. The service also hosts multiple Windows system-critical tasks. If this service is stopped or disabled, these tasks will not be run at their scheduled times. If this service is disabled, any services that explicitly depend on it will fail to start.","False","C:\Windows\system32\svchost.exe -k netsvcs -p","Automatic","Schedule","System.ServiceProcess.ServiceController[]","False","True","True","Task Scheduler","System.ServiceProcess.ServiceController[]",".","Schedule","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Allows the system to be configured to lock the user desktop upon smart card removal.","False","C:\Windows\system32\svchost.exe -k netsvcs","Manual","SCPolicySvc","System.ServiceProcess.ServiceController[]","False","False","False","Smart Card Removal Policy","System.ServiceProcess.ServiceController[]",".","SCPolicySvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"localSystem","Provides Windows Backup and Restore capabilities.","False","C:\Windows\system32\svchost.exe -k SDRSVC","Manual","SDRSVC","System.ServiceProcess.ServiceController[]","False","True","True","Windows Backup","System.ServiceProcess.ServiceController[]",".","SDRSVC","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess",,
"LocalSystem","Enables starting processes under alternate credentials. If this service is stopped, this type of logon access will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","False","C:\Windows\system32\svchost.exe -k netsvcs -p","Manual","seclogon","System.ServiceProcess.ServiceController[]","True","False","True","Secondary Logon","System.ServiceProcess.ServiceController[]",".","seclogon","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Windows Security Service handles unified device protection and health information","False","C:\Windows\system32\SecurityHealthService.exe","Manual","SecurityHealthService","System.ServiceProcess.ServiceController[]","False","False","False","Windows Security Service","System.ServiceProcess.ServiceController[]",".","SecurityHealthService","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess",,
"NT AUTHORITY\LocalService","Manages payments and Near Field Communication (NFC) based secure elements.","False","C:\Windows\system32\svchost.exe -k LocalService -p","Manual","SEMgrSvc","System.ServiceProcess.ServiceController[]","False","False","False","Payments and NFC/SE Manager","System.ServiceProcess.ServiceController[]",".","SEMgrSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"LocalSystem","Monitors system events and notifies subscribers to COM+ Event System of these events.","False","C:\Windows\system32\svchost.exe -k netsvcs -p","Automatic","SENS","System.ServiceProcess.ServiceController[]","False","False","True","System Event Notification Service","System.ServiceProcess.ServiceController[]",".","SENS","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Windows Defender Advanced Threat Protection service helps protect against advanced threats by monitoring and reporting security events that happen on the computer.","False","""C:\Program Files\Windows Defender Advanced Threat Protection\MsSense.exe""","Manual","Sense","System.ServiceProcess.ServiceController[]","False","False","False","Windows Defender Advanced Threat Protection Service","System.ServiceProcess.ServiceController[]",".","Sense","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"LocalSystem","Delivers data from a variety of sensors","False","C:\Windows\System32\SensorDataService.exe","Manual","SensorDataService","System.ServiceProcess.ServiceController[]","False","False","False","Sensor Data Service","System.ServiceProcess.ServiceController[]",".","SensorDataService","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"LocalSystem","A service for sensors that manages different sensors' functionality. Manages Simple Device Orientation (SDO) and History for sensors. Loads the SDO sensor that reports device orientation changes.  If this service is stopped or disabled, the SDO sensor will not be loaded and so auto-rotation will not occur. History collection from Sensors will also be stopped.","False","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","SensorService","System.ServiceProcess.ServiceController[]","False","False","False","Sensor Service","System.ServiceProcess.ServiceController[]",".","SensorService","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"NT AUTHORITY\LocalService","Monitors various sensors in order to expose data and adapt to system and user state.  If this service is stopped or disabled, the display brightness will not adapt to lighting conditions. Stopping this service may affect other system functionality and features as well.","False","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation -p","Manual","SensrSvc","System.ServiceProcess.ServiceController[]","False","False","False","Sensor Monitoring Service","System.ServiceProcess.ServiceController[]",".","SensrSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"localSystem","Remote Desktop Configuration service (RDCS) is responsible for all Remote Desktop Services and Remote Desktop related configuration and session maintenance activities that require SYSTEM context. These include per-session temporary folders, RD themes, and RD certificates.","False","C:\Windows\System32\svchost.exe -k netsvcs -p","Manual","SessionEnv","System.ServiceProcess.ServiceController[]","False","False","False","Remote Desktop Configuration","System.ServiceProcess.ServiceController[]",".","SessionEnv","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","Monitors and attests to the integrity of the Windows platform.","True","C:\Windows\system32\SgrmBroker.exe","AutomaticDelayedStart","SgrmBroker","System.ServiceProcess.ServiceController[]","False","True","False","System Guard Runtime Monitor Broker","System.ServiceProcess.ServiceController[]",".","SgrmBroker","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","Provides network address translation, addressing, name resolution and/or intrusion prevention services for a home or small office network.","False","C:\Windows\System32\svchost.exe -k netsvcs -p","Manual","SharedAccess","System.ServiceProcess.ServiceController[]","False","False","False","Internet Connection Sharing (ICS)","System.ServiceProcess.ServiceController[]",".","SharedAccess","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"NT AUTHORITY\LocalService","This service is used for Spatial Perception scenarios","False","C:\Windows\system32\svchost.exe -k LocalService -p","Manual","SharedRealitySvc","System.ServiceProcess.ServiceController[]","False","False","False","Spatial Data Service","System.ServiceProcess.ServiceController[]",".","SharedRealitySvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","Provides notifications for AutoPlay hardware events.","False","C:\Windows\System32\svchost.exe -k netsvcs -p","Automatic","ShellHWDetection","System.ServiceProcess.ServiceController[]","False","False","True","Shell Hardware Detection","System.ServiceProcess.ServiceController[]",".","ShellHWDetection","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Manages profiles and accounts on a SharedPC configured device","False","C:\Windows\System32\svchost.exe -k netsvcs -p","Disabled","shpamsvc","System.ServiceProcess.ServiceController[]","False","False","False","Shared PC Account Manager","System.ServiceProcess.ServiceController[]",".","shpamsvc","System.ServiceProcess.ServiceController[]","Disabled",,"Stopped","Win32ShareProcess",,
"NT AUTHORITY\NetworkService","Host service for the Microsoft Storage Spaces management provider. If this service is stopped or disabled, Storage Spaces cannot be managed.","False","C:\Windows\System32\svchost.exe -k smphost","Manual","smphost","System.ServiceProcess.ServiceController[]","False","False","True","Microsoft Storage Spaces SMP","System.ServiceProcess.ServiceController[]",".","smphost","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess",,
"NT Authority\LocalService","Routes messages based on rules to appropriate clients.","False","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","Manual","SmsRouter","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft Windows SMS Router Service.",,".","SmsRouter","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","ConfigMgr client agent for task sequence execution","False","C:\Windows\CCM\TSManager.exe /service","Manual","smstsmgr","System.ServiceProcess.ServiceController[]","False","False","False","ConfigMgr Task Sequence Agent","System.ServiceProcess.ServiceController[]",".","smstsmgr","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"NT AUTHORITY\LocalService","Receives trap messages generated by local or remote Simple Network Management Protocol (SNMP) agents and forwards the messages to SNMP management programs running on this computer. If this service is stopped, SNMP-based programs on this computer will not receive SNMP trap messages. If this service is disabled, any services that explicitly depend on it will fail to start.","False","C:\Windows\System32\snmptrap.exe","Manual","SNMPTRAP","System.ServiceProcess.ServiceController[]","False","False","False","SNMP Trap","System.ServiceProcess.ServiceController[]",".","SNMPTRAP","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"NT AUTHORITY\LocalService","Enables spatial perception, spatial input, and holographic rendering.","False","C:\Windows\system32\spectrum.exe","Manual","spectrum","System.ServiceProcess.ServiceController[]","False","False","False","Windows Perception Service","System.ServiceProcess.ServiceController[]",".","spectrum","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"LocalSystem","This service spools print jobs and handles interaction with the printer.  If you turn off this service, you won’t be able to print or see your printers.","False","C:\Windows\System32\spoolsv.exe","Automatic","Spooler","System.ServiceProcess.ServiceController[]","False","False","True","Print Spooler","System.ServiceProcess.ServiceController[]",".","Spooler","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, InteractiveProcess",,
"NT AUTHORITY\NetworkService","Enables the download, installation and enforcement of digital licenses for Windows and Windows applications. If the service is disabled, the operating system and licensed applications may run in a notification mode. It is strongly recommended that you not disable the Software Protection service.","True","C:\Windows\system32\sppsvc.exe","AutomaticDelayedStart","sppsvc","System.ServiceProcess.ServiceController[]","False","True","True","Software Protection","System.ServiceProcess.ServiceController[]",".","sppsvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","Provides the interface to backup/restore Microsoft SQL server through the Windows VSS infrastructure.","False","""C:\Program Files\Microsoft SQL Server\90\Shared\sqlwriter.exe""","Automatic","SQLWriter","System.ServiceProcess.ServiceController[]","False","True","True","SQL Server VSS Writer","System.ServiceProcess.ServiceController[]",".","SQLWriter","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"NT AUTHORITY\LocalService","Discovers networked devices and services that use the SSDP discovery protocol, such as UPnP devices. Also announces SSDP devices and services running on the local computer. If this service is stopped, SSDP-based devices will not be discovered. If this service is disabled, any services that explicitly depend on it will fail to start.","False","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation -p","Disabled","SSDPSRV","System.ServiceProcess.ServiceController[]","False","False","False","SSDP Discovery","System.ServiceProcess.ServiceController[]",".","SSDPSRV","System.ServiceProcess.ServiceController[]","Disabled",,"Stopped","Win32ShareProcess",,
"LocalSystem","Agent to hold private keys used for public key authentication.","False","C:\Windows\System32\OpenSSH\ssh-agent.exe","Disabled","ssh-agent","System.ServiceProcess.ServiceController[]","False","False","False","OpenSSH Authentication Agent","System.ServiceProcess.ServiceController[]",".","ssh-agent","System.ServiceProcess.ServiceController[]","Disabled",,"Stopped","Win32OwnProcess",,
"NT Authority\LocalService","Provides support for the Secure Socket Tunneling Protocol (SSTP) to connect to remote computers using VPN. If this service is disabled, users will not be able to use SSTP to access remote servers.","False","C:\Windows\system32\svchost.exe -k LocalService -p","Manual","SstpSvc","System.ServiceProcess.ServiceController[]","False","True","True","Secure Socket Tunneling Protocol Service","System.ServiceProcess.ServiceController[]",".","SstpSvc","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Provides required infrastructure support for the application model.","False","C:\Windows\system32\svchost.exe -k appmodel -p","Manual","StateRepository","System.ServiceProcess.ServiceController[]","False","True","True","State Repository Service","System.ServiceProcess.ServiceController[]",".","StateRepository","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT Authority\LocalService","Provides image acquisition services for scanners and cameras","False","C:\Windows\system32\svchost.exe -k imgsvc","Manual","stisvc","System.ServiceProcess.ServiceController[]","False","False","False","Windows Image Acquisition (WIA)","System.ServiceProcess.ServiceController[]",".","stisvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"LocalSystem","Provides enabling services for storage settings and external storage expansion","True","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","AutomaticDelayedStart","StorSvc","System.ServiceProcess.ServiceController[]","False","False","True","Storage Service","System.ServiceProcess.ServiceController[]",".","StorSvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Dell SupportAssist actively monitors the system and allows for remediation when an issue arise.","True","""C:\Program Files\Dell\SupportAssistAgent\bin\SupportAssistAgent.exe""","AutomaticDelayedStart","SupportAssistSvc","System.ServiceProcess.ServiceController[]","False","True","True","Dell SupportAssist for Business PCs","System.ServiceProcess.ServiceController[]",".","SupportAssistSvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","Verifies potential file system corruptions.","False","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","svsvc","System.ServiceProcess.ServiceController[]","False","False","False","Spot Verifier","System.ServiceProcess.ServiceController[]",".","svsvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","Manages software-based volume shadow copies taken by the Volume Shadow Copy service. If this service is stopped, software-based volume shadow copies cannot be managed. If this service is disabled, any services that explicitly depend on it will fail to start.","False","C:\Windows\System32\svchost.exe -k swprv","Manual","swprv","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft Software Shadow Copy Provider","System.ServiceProcess.ServiceController[]",".","swprv","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"LocalSystem","Maintains and improves system performance over time.","False","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Automatic","SysMain","System.ServiceProcess.ServiceController[]","False","True","True","SysMain","System.ServiceProcess.ServiceController[]",".","SysMain","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Coordinates execution of background work for WinRT application. If this service is stopped or disabled, then background work might not be triggered.","False","C:\Windows\system32\svchost.exe -k DcomLaunch -p","Automatic","SystemEventsBroker","System.ServiceProcess.ServiceController[]","False","False","True","System Events Broker",,".","SystemEventsBroker","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32ShareProcess",,
"LocalSystem","Enables Touch Keyboard and Handwriting Panel pen and ink functionality","False","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","TabletInputService","System.ServiceProcess.ServiceController[]","False","False","False","Touch Keyboard and Handwriting Panel Service","System.ServiceProcess.ServiceController[]",".","TabletInputService","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\NetworkService","Provides Telephony API (TAPI) support for programs that control telephony devices on the local computer and, through the LAN, on servers that are also running the service.","False","C:\Windows\System32\svchost.exe -k NetworkService -p","Manual","TapiSrv","System.ServiceProcess.ServiceController[]","False","False","False","Telephony","System.ServiceProcess.ServiceController[]",".","TapiSrv","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","Thunderbolt(TM) Peer to Peer Shortcut","False","C:\Windows\TbtP2pShortcutService.exe","Automatic","TbtP2pShortcutService","System.ServiceProcess.ServiceController[]","False","True","True","Thunderbolt(TM) Peer to Peer Shortcut","System.ServiceProcess.ServiceController[]",".","TbtP2pShortcutService","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"NT Authority\NetworkService","Allows users to connect interactively to a remote computer. Remote Desktop and Remote Desktop Session Host Server depend on this service.  To prevent remote use of this computer, clear the checkboxes on the Remote tab of the System properties control panel item.","False","C:\Windows\System32\svchost.exe -k NetworkService","Manual","TermService","System.ServiceProcess.ServiceController[]","False","False","False","Remote Desktop Services","System.ServiceProcess.ServiceController[]",".","TermService","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","Provides user experience theme management.","False","C:\Windows\System32\svchost.exe -k netsvcs -p","Automatic","Themes","System.ServiceProcess.ServiceController[]","False","False","True","Themes","System.ServiceProcess.ServiceController[]",".","Themes","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"localSystem","Optimizes the placement of data in storage tiers on all tiered storage spaces in the system.","False","C:\Windows\system32\TieringEngineService.exe","Manual","TieringEngineService","System.ServiceProcess.ServiceController[]","False","False","False","Storage Tiers Management","System.ServiceProcess.ServiceController[]",".","TieringEngineService","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"NT AUTHORITY\LocalService","Coordinates execution of background work for WinRT application. If this service is stopped or disabled, then background work might not be triggered.","False","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","Manual","TimeBrokerSvc","System.ServiceProcess.ServiceController[]","False","False","True","Time Broker",,".","TimeBrokerSvc","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","This service is used by Web Account Manager to provide single-sign-on to apps and services.","False","C:\Windows\system32\svchost.exe -k netsvcs -p","Manual","TokenBroker","System.ServiceProcess.ServiceController[]","False","False","True","Web Account Manager","System.ServiceProcess.ServiceController[]",".","TokenBroker","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Maintains links between NTFS files within a computer or across computers in a network.","False","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Automatic","TrkWks","System.ServiceProcess.ServiceController[]","False","True","True","Distributed Link Tracking Client","System.ServiceProcess.ServiceController[]",".","TrkWks","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","Enables automatic mitigation for known problems by applying recommended troubleshooting. If stopped, your device will not get recommended troubleshooting for problems on your device.","False","C:\Windows\system32\svchost.exe -k netsvcs -p","Manual","TroubleshootingSvc","System.ServiceProcess.ServiceController[]","False","False","False","Recommended Troubleshooting Service","System.ServiceProcess.ServiceController[]",".","TroubleshootingSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"localSystem","Enables installation, modification, and removal of Windows updates and optional components. If this service is disabled, install or uninstall of Windows updates might fail for this computer.","False","C:\Windows\servicing\TrustedInstaller.exe","Manual","TrustedInstaller","System.ServiceProcess.ServiceController[]","False","False","False","Windows Modules Installer","System.ServiceProcess.ServiceController[]",".","TrustedInstaller","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"NT AUTHORITY\LocalService","Automatically sets the system time zone.","False","C:\Windows\system32\svchost.exe -k LocalService -p","Disabled","tzautoupdate","System.ServiceProcess.ServiceController[]","False","False","False","Auto Time Zone Updater","System.ServiceProcess.ServiceController[]",".","tzautoupdate","System.ServiceProcess.ServiceController[]","Disabled",,"Stopped","Win32ShareProcess",,
"","Shell components service","False","C:\Windows\system32\svchost.exe -k UdkSvcGroup","Manual","UdkUserSvc_215589","System.ServiceProcess.ServiceController[]","False","False","True","Udk User Service_215589","System.ServiceProcess.ServiceController[]",".","UdkUserSvc_215589","System.ServiceProcess.ServiceController[]","Manual",,"Running","240",,
"LocalSystem","Provides support for application and OS settings roaming","False","C:\Windows\system32\AgentService.exe","Disabled","UevAgentService","System.ServiceProcess.ServiceController[]","False","False","False","User Experience Virtualization Service","System.ServiceProcess.ServiceController[]",".","UevAgentService","System.ServiceProcess.ServiceController[]","Disabled",,"Stopped","Win32OwnProcess",,
"LocalSystem","Maintains Update Health","True","""C:\Program Files\Microsoft Update Health Tools\uhssvc.exe""","AutomaticDelayedStart","uhssvc","System.ServiceProcess.ServiceController[]","False","True","True","Microsoft Update Health Service","System.ServiceProcess.ServiceController[]",".","uhssvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"localSystem","Allows the redirection of Printers/Drives/Ports for RDP connections","False","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","UmRdpService","System.ServiceProcess.ServiceController[]","False","False","False","Remote Desktop Services UserMode Port Redirector","System.ServiceProcess.ServiceController[]",".","UmRdpService","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"","Handles storage of structured user data, including contact info, calendars, messages, and other content. If you stop or disable this service, apps that use this data might not work correctly.","False","C:\Windows\System32\svchost.exe -k UnistackSvcGroup","Manual","UnistoreSvc_215589","System.ServiceProcess.ServiceController[]","False","False","True","User Data Storage_215589","System.ServiceProcess.ServiceController[]",".","UnistoreSvc_215589","System.ServiceProcess.ServiceController[]","Manual",,"Running","224",,
"NT AUTHORITY\LocalService","Allows UPnP devices to be hosted on this computer. If this service is stopped, any hosted UPnP devices will stop functioning and no additional hosted devices can be added. If this service is disabled, any services that explicitly depend on it will fail to start.","False","C:\Windows\system32\svchost.exe -k LocalServiceAndNoImpersonation -p","Manual","upnphost","System.ServiceProcess.ServiceController[]","False","False","False","UPnP Device Host","System.ServiceProcess.ServiceController[]",".","upnphost","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"","Provides apps access to structured user data, including contact info, calendars, messages, and other content. If you stop or disable this service, apps that use this data might not work correctly.","False","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","Manual","UserDataSvc_215589","System.ServiceProcess.ServiceController[]","False","False","True","User Data Access_215589","System.ServiceProcess.ServiceController[]",".","UserDataSvc_215589","System.ServiceProcess.ServiceController[]","Manual",,"Running","224",,
"LocalSystem","User Manager provides the runtime components required for multi-user interaction.  If this service is stopped, some applications may not operate correctly.","False","C:\Windows\system32\svchost.exe -k netsvcs -p","Automatic","UserManager","System.ServiceProcess.ServiceController[]","False","False","True","User Manager","System.ServiceProcess.ServiceController[]",".","UserManager","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"LocalSystem","USH Upgrade Service for upgrading all USH components","False","""C:\Windows\System32\bcmUshUpgradeService.exe""","Automatic","ushupgradesvc","System.ServiceProcess.ServiceController[]","False","True","True","Credential Vault Upgrade Service","System.ServiceProcess.ServiceController[]",".","ushupgradesvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess",,
"LocalSystem","Manages Windows Updates. If stopped, your devices will not be able to download and install the latest updates.","True","C:\Windows\system32\svchost.exe -k netsvcs -p","AutomaticDelayedStart","UsoSvc","System.ServiceProcess.ServiceController[]","False","True","True","Update Orchestrator Service","System.ServiceProcess.ServiceController[]",".","UsoSvc","System.ServiceProcess.ServiceController[]","Automatic",,"Running","Win32OwnProcess, Win32ShareProcess",,
"NT AUTHORITY\LocalService","Hosts spatial analysis for Mixed Reality audio simulation.","False","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p","Manual","VacSvc","System.ServiceProcess.ServiceController[]","False","False","False","Volumetric Audio Compositor Service","System.ServiceProcess.ServiceController[]",".","VacSvc","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"LocalSystem","Provides secure storage and retrieval of credentials to users, applications and security service packages.","False","C:\Windows\system32\lsass.exe","Manual","VaultSvc","System.ServiceProcess.ServiceController[]","False","True","True","Credential Manager","System.ServiceProcess.ServiceController[]",".","VaultSvc","System.ServiceProcess.ServiceController[]","Manual",,"Running","Win32ShareProcess",,
"LocalSystem","Provides management services for disks, volumes, file systems, and storage arrays.","False","C:\Windows\System32\vds.exe","Manual","vds","System.ServiceProcess.ServiceController[]","False","False","False","Virtual Disk","System.ServiceProcess.ServiceController[]",".","vds","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32OwnProcess",,
"LocalSystem","Provides an interface for the Hyper-V host to interact with specific services running inside the virtual machine.","False","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","vmicguestinterface","System.ServiceProcess.ServiceController[]","False","False","False","Hyper-V Guest Service Interface","System.ServiceProcess.ServiceController[]",".","vmicguestinterface","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","Monitors the state of this virtual machine by reporting a heartbeat at regular intervals. This service helps you identify running virtual machines that have stopped responding.","False","C:\Windows\system32\svchost.exe -k ICService -p","Manual","vmicheartbeat","System.ServiceProcess.ServiceController[]","False","False","False","Hyper-V Heartbeat Service","System.ServiceProcess.ServiceController[]",".","vmicheartbeat","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","Provides a mechanism to exchange data between the virtual machine and the operating system running on the physical computer.","False","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","vmickvpexchange","System.ServiceProcess.ServiceController[]","False","False","False","Hyper-V Data Exchange Service","System.ServiceProcess.ServiceController[]",".","vmickvpexchange","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","Provides a platform for communication between the virtual machine and the operating system running on the physical computer.","False","C:\Windows\system32\svchost.exe -k ICService -p","Manual","vmicrdv","System.ServiceProcess.ServiceController[]","False","False","False","Hyper-V Remote Desktop Virtualization Service","System.ServiceProcess.ServiceController[]",".","vmicrdv","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"LocalSystem","Provides a mechanism to shut down the operating system of this virtual machine from the management interfaces on the physical computer.","False","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","Manual","vmicshutdown","System.ServiceProcess.ServiceController[]","False","False","False","Hyper-V Guest Shutdown Service","System.ServiceProcess.ServiceController[]",".","vmicshutdown","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
"NT AUTHORITY\LocalService","Synchronizes the system time of this virtual machine with the system time of the physical computer.","False","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","Manual","vmictimesync","System.ServiceProcess.ServiceController[]","False","False","False","Hyper-V Time Synchronization Service","System.ServiceProcess.ServiceController[]",".","vmictimesync","System.ServiceProcess.ServiceController[]","Manual",,"Stopped","Win32ShareProcess",,
